car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,price_per_km,engine_per_seat
Hyundai Grand,Hyundai,Grand,4,60000,Individual,Diesel,Manual,24.0,1186,73.97,5,650000,13.384729180332174,10.833333333333334,237.2
Ford Figo,Ford,Figo,6,40000,Individual,Diesel,Manual,20.0,1399,68.05,5,450000,13.017005083966255,11.25,279.8
Maruti Ignis,Maruti,Ignis,3,19000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,625000,13.345508528717259,32.89473684210526,239.4
Ford Figo,Ford,Figo,5,50000,Individual,Diesel,Manual,25.83,1498,99.0,5,450000,13.017005083966255,9.0,299.6
Hyundai i10,Hyundai,i10,6,36977,Dealer,Petrol,Manual,20.36,1197,78.9,5,422000,12.952762962683588,11.412499661952024,239.4
Maruti Vitara,Maruti,Vitara,5,52000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000,13.710151153416941,17.307692307692307,249.6
Honda City,Honda,City,7,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000,13.017005083966255,5.625,299.6
Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1170000,13.972515161474428,26.0,316.4
Volkswagen Polo,Volkswagen,Polo,7,111056,Dealer,Diesel,Manual,20.14,1498,88.8,5,430000,12.971542813248437,3.871920472554387,299.6
Hyundai i10,Hyundai,i10,11,54886,Dealer,Petrol,Manual,20.36,1197,78.9,5,250000,12.429220196836383,4.554895601792807,239.4
Honda WR-V,Honda,WR-V,3,17000,Dealer,Petrol,Manual,17.5,1199,88.7,5,900000,13.710151153416941,52.94117647058823,239.8
Hyundai Grand,Hyundai,Grand,4,49000,Dealer,Petrol,Manual,18.9,1197,82.0,5,510000,13.1421679654829,10.408163265306122,239.4
Maruti Baleno,Maruti,Baleno,5,59434,Dealer,Petrol,Manual,21.01,1197,81.8,5,599000,13.303018546545275,10.078406299424572,239.4
Maruti Swift,Maruti,Swift,4,56145,Dealer,Diesel,Manual,28.4,1248,74.0,5,659000,13.398480330934175,11.737465491139016,249.6
Hyundai i20,Hyundai,i20,9,76950,Dealer,Diesel,Manual,21.9,1396,90.0,5,450000,13.017005083966255,5.847953216374269,279.2
Maruti Swift,Maruti,Swift,9,110000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000,12.676079399771027,2.909090909090909,249.6
Maruti Wagon R,Maruti,Wagon R,10,35000,Individual,Petrol,Manual,18.9,998,67.1,5,315000,12.660331092405906,9.0,199.6
Maruti Ciaz,Maruti,Ciaz,5,80000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000,13.384729180332174,8.125,249.6
Hyundai Verna,Hyundai,Verna,8,79345,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000,13.217675375388819,6.931753733694625,316.4
Maruti Swift Dzire,Maruti,Swift Dzire,6,77482,Dealer,Diesel,Manual,26.59,1248,74.0,5,552000,13.221305136851795,7.124235306264681,249.6
Maruti Alto,Maruti,Alto,16,50000,Individual,Petrol,Manual,19.7,796,46.3,5,70000,11.156264806643742,1.4,159.2
Maruti Swift Dzire,Maruti,Swift Dzire,3,12400,Dealer,Petrol,Manual,21.21,1197,81.8,5,690000,13.444448325847754,55.645161290322584,239.4
Maruti Alto,Maruti,Alto,3,10000,Individual,Petrol,Automatic,23.95,998,67.1,5,420000,12.948012371209098,42.0,199.6
Volkswagen Polo,Volkswagen,Polo,2,18000,Dealer,Petrol,Manual,18.78,999,75.0,5,700000,13.45883704259595,38.888888888888886,199.8
Hyundai i10,Hyundai,i10,9,65253,Dealer,Petrol,Manual,20.36,1197,78.9,5,380000,12.847929163278053,5.82348704274133,239.4
Maruti Ciaz,Maruti,Ciaz,5,85000,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000,13.384729180332174,7.647058823529412,249.6
Honda City,Honda,City,7,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,13.217675375388819,8.461538461538462,299.6
Volkswagen Polo,Volkswagen,Polo,7,65321,Dealer,Petrol,Automatic,17.21,1197,103.6,5,575000,13.26212705890841,8.802682138975214,239.4
Maruti Ertiga,Maruti,Ertiga,7,127731,Dealer,Diesel,Manual,20.77,1248,88.8,7,665000,13.407543823396258,5.206253767683648,178.28571428571428
Hyundai Creta,Hyundai,Creta,3,58363,Dealer,Diesel,Manual,21.38,1396,88.7,5,1250000,14.038654909278163,21.41767900896116,279.2
Maruti Swift,Maruti,Swift,6,76400,Dealer,Diesel,Manual,25.2,1248,74.0,5,575000,13.26212705890841,7.526178010471204,249.6
Honda Amaze,Honda,Amaze,6,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5,515000,13.151924121391561,8.442622950819672,299.6
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,22.74,796,47.3,5,280000,12.54254845357358,7.0,159.2
Honda Amaze,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,480000,13.081543466215237,6.857142857142857,299.6
Maruti Swift,Maruti,Swift,12,105000,Individual,Diesel,Manual,17.8,1248,75.0,5,240000,12.388398368982115,2.2857142857142856,249.6
Maruti Vitara,Maruti,Vitara,4,26000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000,13.652992804936396,32.69230769230769,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,600000,13.304686600863562,7.5,249.6
Honda Amaze,Honda,Amaze,3,25000,Individual,Petrol,Manual,17.8,1198,86.7,5,650000,13.384729180332174,26.0,239.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,62454,Dealer,Petrol,Manual,19.0,1197,85.8,5,334000,12.718899265966332,5.347936080955583,239.4
Mahindra Scorpio,Mahindra,Scorpio,4,50000,Individual,Diesel,Manual,15.4,1997,120.0,9,810000,13.60479076121576,16.2,221.88888888888889
Hyundai Creta,Hyundai,Creta,4,71000,Dealer,Petrol,Manual,15.29,1591,121.3,5,899000,13.70903942580019,12.661971830985916,318.2
Hyundai i20,Hyundai,i20,3,86516,Dealer,Petrol,Manual,18.6,1197,81.86,5,750000,13.527829818844937,8.66891673216515,239.4
Mahindra Scorpio,Mahindra,Scorpio,9,94181,Dealer,Diesel,Manual,12.05,2179,120.0,8,600000,13.304686600863562,6.370711714677058,272.375
Hyundai Verna,Hyundai,Verna,2,12000,Individual,Petrol,Manual,17.0,1591,121.3,5,1150000,13.955273369904273,95.83333333333333,318.2
Maruti Ignis,Maruti,Ignis,4,59518,Dealer,Diesel,Manual,26.8,1248,74.0,5,530000,13.180634172318978,8.904869115225646,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,13,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,225000,12.323860125621126,2.25,249.6
Hyundai Verna,Hyundai,Verna,10,74000,Dealer,Diesel,Manual,22.32,1582,126.3,5,445000,13.005831808336863,6.013513513513513,316.4
Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,384000,12.85840043573314,4.8,249.6
Hyundai Grand,Hyundai,Grand,3,38000,Individual,Diesel,Manual,24.0,1186,73.97,5,475000,13.07107218827772,12.5,237.2
Mahindra Scorpio,Mahindra,Scorpio,4,55000,Individual,Diesel,Manual,16.36,2179,140.0,7,1450000,14.187074804051692,26.363636363636363,311.2857142857143
Maruti Alto,Maruti,Alto,9,67000,Dealer,Petrol,Manual,18.9,796,47.0,5,245000,12.409017571151187,3.656716417910448,159.2
Skoda Rapid,Skoda,Rapid,6,67000,Dealer,Diesel,Manual,21.14,1498,103.52,5,675000,13.42246945133505,10.074626865671641,299.6
Toyota Innova,Toyota,Innova,10,200000,Individual,Diesel,Manual,12.8,2494,102.0,7,450000,13.017005083966255,2.25,356.2857142857143
Mahindra Bolero,Mahindra,Bolero,5,150000,Individual,Diesel,Manual,15.96,2523,63.0,9,500000,13.122365377402328,3.3333333333333335,280.3333333333333
Maruti Wagon R,Maruti,Wagon R,12,69000,Dealer,Petrol,Manual,21.79,998,67.05,5,250000,12.429220196836383,3.6231884057971016,199.6
Honda Civic,Honda,Civic,12,81000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,490000,13.102162710901053,6.049382716049383,359.8
Maruti Swift,Maruti,Swift,9,76000,Dealer,Diesel,Manual,22.9,1248,74.0,5,440000,12.994532278619134,5.7894736842105265,249.6
Maruti Alto,Maruti,Alto,14,83000,Dealer,Petrol,Manual,19.7,796,46.3,5,110000,11.608244735642321,1.3253012048192772,159.2
Hyundai i20,Hyundai,i20,4,33200,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,13.345508528717259,18.825301204819276,239.4
Maruti Swift Dzire,Maruti,Swift Dzire,8,73000,Dealer,Diesel,Manual,23.4,1248,74.0,5,580000,13.270785106659046,7.945205479452055,249.6
Hyundai Santro,Hyundai,Santro,13,30000,Individual,Petrol,Manual,17.92,1086,62.1,5,135000,11.813037464800539,4.5,217.2
Ford Ecosport,Ford,Ecosport,3,29100,Dealer,Diesel,Manual,21.7,1498,98.96,5,1100000,13.910821646859095,37.80068728522337,299.6
Mahindra Bolero,Mahindra,Bolero,12,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,300000,12.611541086966115,2.5,360.42857142857144
Hyundai Creta,Hyundai,Creta,5,27000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1199000,13.99699926803766,44.407407407407405,316.4
Mahindra XUV500,Mahindra,XUV500,8,54278,Dealer,Diesel,Manual,15.1,2179,140.0,7,540000,13.199326270390594,9.948782195364604,311.2857142857143
Honda City,Honda,City,5,80000,Individual,Petrol,Manual,17.8,1497,117.3,5,650000,13.384729180332174,8.125,299.4
Maruti Wagon R,Maruti,Wagon R,6,120000,Individual,CNG,Manual,26.6,998,58.16,5,333000,12.715900771961074,2.775,199.6
Maruti Ciaz,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000,13.384729180332174,10.833333333333334,249.6
BMW 3,BMW,3,13,94603,Dealer,Petrol,Automatic,10.9,2497,215.0,5,650000,13.384729180332174,6.870818050167542,499.4
Maruti Alto,Maruti,Alto,6,57000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000,12.560247968016562,5.0,159.2
Hyundai i20,Hyundai,i20,6,72000,Dealer,Diesel,Manual,21.27,1396,88.76,5,580000,13.270785106659046,8.055555555555555,279.2
Maruti Wagon R,Maruti,Wagon R,8,40000,Dealer,Petrol,Manual,20.51,998,67.04,5,395000,12.886643575525625,9.875,199.6
Volkswagen Polo,Volkswagen,Polo,9,120000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000,12.611541086966115,2.5,239.8
Hyundai i20,Hyundai,i20,12,80000,Individual,Petrol,Automatic,15.0,1396,100.0,5,280000,12.54254845357358,3.5,279.2
Hyundai Grand,Hyundai,Grand,2,20000,Individual,Petrol,Automatic,18.9,1197,81.86,5,550000,13.217675375388819,27.5,239.4
Ford Ecosport,Ford,Ecosport,8,94000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000,13.171155446333852,5.585106382978723,299.6
Maruti Ertiga,Maruti,Ertiga,3,5000,Individual,Diesel,Manual,25.47,1248,88.5,7,957000,13.771559715366624,191.4,178.28571428571428
Maruti Ertiga,Maruti,Ertiga,9,110000,Individual,Diesel,Manual,20.77,1248,88.8,7,600000,13.304686600863562,5.454545454545454,178.28571428571428
Ford Figo,Ford,Figo,11,82000,Dealer,Diesel,Manual,20.0,1399,68.0,5,211000,12.259618151783465,2.573170731707317,279.8
Ford Ecosport,Ford,Ecosport,6,64000,Dealer,Petrol,Manual,15.8,1499,110.0,5,470000,13.060490101343552,7.34375,299.8
Ford Aspire,Ford,Aspire,3,5000,Individual,Petrol,Manual,18.16,1196,86.8,5,680000,13.429849547739444,136.0,239.2
Ford Ecosport,Ford,Ecosport,4,38966,Dealer,Petrol,Manual,17.0,1497,121.36,5,685000,13.437175577097312,17.579428219473385,299.4
Ford Figo,Ford,Figo,3,50000,Individual,Diesel,Manual,25.83,1498,99.0,5,650000,13.384729180332174,13.0,299.6
Mahindra KUV100,Mahindra,KUV100,3,35000,Individual,Diesel,Manual,25.32,1198,77.0,6,786000,13.574713343675166,22.457142857142856,199.66666666666666
Tata Tiago,Tata,Tiago,4,50000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000,13.017005083966255,9.0,209.4
Hyundai Verna,Hyundai,Verna,3,30000,Individual,Petrol,Manual,17.0,1591,121.3,5,900000,13.710151153416941,30.0,318.2
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000,13.017005083966255,5.0,249.6
Maruti Baleno,Maruti,Baleno,4,32000,Dealer,Diesel,Manual,27.39,1248,74.0,5,765000,13.547632419997361,23.90625,249.6
Toyota Innova,Toyota,Innova,5,122000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1150000,13.955273369904273,9.426229508196721,356.2857142857143
Honda City,Honda,City,12,100000,Individual,Petrol,Manual,17.0,1497,118.0,5,300000,12.611541086966115,3.0,299.4
Hyundai Grand,Hyundai,Grand,2,14500,Individual,Petrol,Manual,18.9,1197,81.86,5,565000,13.244582780038517,38.96551724137931,239.4
Tata Tiago,Tata,Tiago,3,41000,Dealer,Petrol,Manual,23.84,1199,84.0,5,520000,13.161586013632684,12.682926829268293,239.8
Maruti Alto,Maruti,Alto,12,63000,Individual,Petrol,Manual,19.7,796,46.3,5,110000,11.608244735642321,1.746031746031746,159.2
Hyundai Grand,Hyundai,Grand,5,63821,Dealer,Diesel,Manual,24.0,1186,73.97,5,445000,13.005831808336863,6.972626564923771,237.2
Mahindra Bolero,Mahindra,Bolero,14,90000,Individual,Diesel,Manual,13.6,2523,63.0,7,230000,12.345838935721968,2.5555555555555554,360.42857142857144
Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,850000,13.652992804936396,34.0,416.3333333333333
Volkswagen Polo,Volkswagen,Polo,5,76574,Dealer,Diesel,Manual,22.07,1199,73.9,5,650000,13.384729180332174,8.488520907879959,239.8
Hyundai Verna,Hyundai,Verna,3,5557,Trustmark Dealer,Petrol,Manual,17.0,1591,121.3,5,1045000,13.85952840031839,188.0511067122548,318.2
Ford Aspire,Ford,Aspire,5,100000,Individual,Diesel,Manual,25.83,1498,99.0,5,350000,12.765691290604371,3.5,299.6
Honda Amaze,Honda,Amaze,5,50000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000,13.122365377402328,10.0,239.6
Maruti Celerio,Maruti,Celerio,3,40000,Individual,Petrol,Automatic,21.63,998,67.0,5,450000,13.017005083966255,11.25,199.6
Ford Figo,Ford,Figo,4,19300,Dealer,Petrol,Manual,18.16,1196,86.8,5,567000,13.248116346376765,29.378238341968913,239.2
BMW 3,BMW,3,8,105000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1465000,14.19736648302693,13.952380952380953,399.0
Hyundai i10,Hyundai,i10,8,150000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000,12.765691290604371,2.3333333333333335,239.4
Renault KWID,Renault,KWID,6,74675,Dealer,Petrol,Manual,25.17,799,53.3,5,284000,12.556733038263905,3.803146970204218,159.8
Maruti Vitara,Maruti,Vitara,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,1000000,13.815511557963774,50.0,249.6
Volkswagen Polo,Volkswagen,Polo,7,72103,Dealer,Diesel,Manual,20.14,1498,88.8,5,535000,13.190023895035274,7.419940917853626,299.6
Hyundai i10,Hyundai,i10,12,61171,Dealer,Petrol,Manual,20.36,1197,78.9,5,290000,12.577639650232573,4.740808553072535,239.4
Hyundai Creta,Hyundai,Creta,5,36503,Individual,Petrol,Manual,13.0,1591,121.3,5,1050000,13.864301674514206,28.764759060899106,318.2
Maruti Eeco,Maruti,Eeco,6,58500,Dealer,Petrol,Manual,15.37,1196,73.0,7,349000,12.762830066509972,5.965811965811966,170.85714285714286
Hyundai i20,Hyundai,i20,4,38120,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000,13.444448325847754,18.100734522560337,239.4
Maruti Baleno,Maruti,Baleno,3,11410,Dealer,Petrol,Manual,21.4,1197,83.1,5,725000,13.493928313146206,63.540753724802805,239.4
Maruti Swift,Maruti,Swift,8,45000,Dealer,Diesel,Manual,22.9,1248,74.0,5,500000,13.122365377402328,11.11111111111111,249.6
Maruti Celerio,Maruti,Celerio,3,48000,Dealer,Petrol,Automatic,23.1,998,67.04,5,451000,13.019224835777257,9.395833333333334,199.6
Hyundai Creta,Hyundai,Creta,5,98921,Dealer,Diesel,Manual,21.38,1396,88.7,5,850000,13.652992804936396,8.592715399156903,279.2
Skoda Rapid,Skoda,Rapid,8,40000,Individual,Diesel,Manual,20.5,1598,103.5,5,510000,13.1421679654829,12.75,319.6
Mahindra XUV500,Mahindra,XUV500,6,65000,Dealer,Diesel,Manual,15.1,2179,140.0,7,1050000,13.864301674514206,16.153846153846153,311.2857142857143
Maruti Wagon R,Maruti,Wagon R,8,61000,Dealer,Petrol,Manual,18.9,998,67.1,5,375000,12.834683971615659,6.147540983606557,199.6
Maruti Celerio,Maruti,Celerio,5,61173,Dealer,Diesel,Manual,27.62,793,47.0,5,375000,12.834683971615659,6.130155460742484,158.6
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000,13.304686600863562,8.571428571428571,249.6
Maruti Vitara,Maruti,Vitara,2,6000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000,13.710151153416941,150.0,249.6
Hyundai i10,Hyundai,i10,9,90000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000,12.429220196836383,2.7777777777777777,217.2
Honda City,Honda,City,10,73000,Individual,Petrol,Manual,17.0,1497,118.0,5,450000,13.017005083966255,6.164383561643835,299.4
Volkswagen Polo,Volkswagen,Polo,7,53000,Dealer,Diesel,Manual,20.14,1498,88.8,5,560000,13.235693848424024,10.566037735849056,299.6
Maruti Swift,Maruti,Swift,7,35465,Dealer,Diesel,Manual,25.2,1248,74.0,5,435000,12.983103608918753,12.265613985619625,249.6
Maruti Ciaz,Maruti,Ciaz,6,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,530000,13.180634172318978,4.416666666666667,249.6
Hyundai i10,Hyundai,i10,9,61685,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000,12.611541086966115,4.863418983545432,217.2
Maruti Vitara,Maruti,Vitara,4,80321,Dealer,Diesel,Manual,24.3,1248,88.5,5,960000,13.774689605110144,11.952042429750625,249.6
Hyundai i20,Hyundai,i20,4,12290,Dealer,Petrol,Manual,18.6,1197,81.83,5,735000,13.507627138738266,59.804719283970705,239.4
Mahindra Scorpio,Mahindra,Scorpio,2,70000,Individual,Diesel,Manual,9.0,2179,120.0,5,950000,13.76421831620775,13.571428571428571,435.8
Maruti Wagon R,Maruti,Wagon R,5,33949,Dealer,Petrol,Manual,18.9,998,67.1,5,385000,12.861001210669146,11.340540222097852,199.6
Hyundai Grand,Hyundai,Grand,6,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,375000,12.834683971615659,9.375,239.4
Maruti Vitara,Maruti,Vitara,2,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000,13.76421831620775,7.916666666666667,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,48518,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000,13.493928313146206,14.942907786800776,249.6
Hyundai i20,Hyundai,i20,7,49860,Dealer,Petrol,Manual,18.6,1197,81.83,5,400000,12.899222326086994,8.022462896109106,239.4
Maruti Swift,Maruti,Swift,6,106452,Dealer,Diesel,Manual,22.9,1248,74.0,5,525000,13.171155446333852,4.9318002479990986,249.6
Ford Ecosport,Ford,Ecosport,3,74000,Dealer,Diesel,Manual,23.0,1498,98.96,5,795000,13.586098651497313,10.743243243243244,299.6
Hyundai i20,Hyundai,i20,3,32000,Dealer,Diesel,Manual,21.19,1396,88.76,5,860000,13.664688831019712,26.875,279.2
Volkswagen Polo,Volkswagen,Polo,7,59400,Dealer,Diesel,Manual,20.14,1498,88.8,5,495000,13.112315061750808,8.333333333333334,299.6
Maruti Swift Dzire,Maruti,Swift Dzire,13,95000,Dealer,Diesel,Manual,19.3,1248,73.9,5,310000,12.644330802262578,3.263157894736842,249.6
Maruti Celerio,Maruti,Celerio,5,50000,Individual,Petrol,Manual,23.1,998,67.04,5,450000,13.017005083966255,9.0,199.6
Hyundai i20,Hyundai,i20,3,68729,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000,13.384729180332174,9.457434270831818,239.4
Toyota Innova,Toyota,Innova,10,100000,Individual,CNG,Manual,12.4,1998,132.0,8,380000,12.847929163278053,3.8,249.75
Hyundai Grand,Hyundai,Grand,6,51597,Dealer,Diesel,Manual,24.0,1120,70.0,5,375000,12.834683971615659,7.267864410721554,224.0
Ford Ecosport,Ford,Ecosport,6,110000,Individual,Diesel,Manual,22.77,1498,98.59,5,600000,13.304686600863562,5.454545454545454,299.6
Maruti Vitara,Maruti,Vitara,5,60000,Individual,Diesel,Manual,24.3,1248,88.5,5,925000,13.73755009757506,15.416666666666666,249.6
Maruti Swift,Maruti,Swift,3,25000,Dealer,Diesel,Manual,28.4,1248,74.0,5,790000,13.579789490265188,31.6,249.6
Maruti Alto,Maruti,Alto,4,60000,Individual,Petrol,Manual,24.7,796,47.3,5,250000,12.429220196836383,4.166666666666667,159.2
Honda Jazz,Honda,Jazz,4,8048,Dealer,Petrol,Manual,18.7,1199,88.7,5,600000,13.304686600863562,74.55268389662028,239.8
Maruti Wagon R,Maruti,Wagon R,9,61000,Dealer,Petrol,Manual,18.9,998,67.1,5,275000,12.524530013005734,4.508196721311475,199.6
Honda Amaze,Honda,Amaze,4,55000,Individual,Diesel,Manual,25.8,1498,98.6,5,700000,13.45883704259595,12.727272727272727,299.6
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Petrol,Manual,18.15,1198,82.0,5,400000,12.899222326086994,16.0,239.6
Honda Amaze,Honda,Amaze,2,28366,Dealer,Petrol,Manual,19.5,1199,88.76,5,770000,13.554147092530322,27.14517379961926,239.8
Mahindra Bolero,Mahindra,Bolero,4,84667,Individual,Diesel,Manual,16.5,1493,70.0,7,650000,13.384729180332174,7.677135129389255,213.28571428571428
Hyundai Grand,Hyundai,Grand,5,27735,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000,13.122365377402328,18.02776275464215,239.4
Toyota Innova,Toyota,Innova,12,85500,Dealer,Diesel,Manual,12.8,2494,102.0,8,725000,13.493928313146206,8.47953216374269,311.75
Hyundai Grand,Hyundai,Grand,6,37000,Individual,Petrol,Manual,18.9,1197,82.0,5,425000,12.959846800844963,11.486486486486486,239.4
Renault KWID,Renault,KWID,4,9000,Individual,Petrol,Manual,25.17,799,53.3,5,410000,12.923914877701906,45.55555555555556,159.8
Maruti Alto,Maruti,Alto,15,110000,Individual,Petrol,Manual,19.7,796,46.3,5,148000,11.904974309480183,1.3454545454545455,159.2
Maruti Swift Dzire,Maruti,Swift Dzire,2,15000,Individual,Diesel,Automatic,28.4,1248,74.02,5,800000,13.592368256649284,53.333333333333336,249.6
Hyundai Verna,Hyundai,Verna,12,110000,Individual,Petrol,Manual,13.9,1599,103.2,5,250000,12.429220196836383,2.272727272727273,319.8
Maruti Ertiga,Maruti,Ertiga,5,33213,Dealer,Diesel,Manual,24.52,1248,88.5,7,875000,13.681980308196241,26.345105832053715,178.28571428571428
Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Manual,25.17,799,53.3,5,375000,12.834683971615659,37.5,159.8
Maruti Wagon R,Maruti,Wagon R,15,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,175000,12.07254696717504,2.6923076923076925,199.6
Hyundai i10,Hyundai,i10,9,9800,Individual,Petrol,Manual,20.36,1197,78.9,5,275000,12.524530013005734,28.06122448979592,239.4
Volkswagen Polo,Volkswagen,Polo,4,120000,Individual,Diesel,Manual,20.14,1498,88.0,5,600000,13.304686600863562,5.0,299.6
Maruti Alto,Maruti,Alto,7,60000,Individual,Petrol,Manual,23.95,998,67.05,5,230000,12.345838935721968,3.8333333333333335,199.6
Maruti Swift,Maruti,Swift,7,6500,Individual,Diesel,Manual,22.9,1248,74.0,5,600000,13.304686600863562,92.3076923076923,249.6
Maruti Swift,Maruti,Swift,6,66000,Individual,Diesel,Manual,25.2,1248,74.0,5,520000,13.161586013632684,7.878787878787879,249.6
Maruti Wagon R,Maruti,Wagon R,11,40000,Individual,Petrol,Manual,18.9,998,67.1,5,214000,12.273735966890268,5.35,199.6
